Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Demand_MMBtu
8925,14.06,0.2252,14.06
9992,18.37,0.3843,18.37
11030,23.64,0.4963,23.64
11869,27.01,0.5815,27.01
12531,27.7,0.6222,27.7
12991,27.58,0.6205,27.58
13300,26.75,0.592,26.75
13431,26.18,0.4165,26.18
13247,25.04,0.2767,25.04
13041,23.83,0.2584,23.83
12984,21.36,0.1568,21.36
12890,18.37,0.0537,18.37
12577,14.69,0.0702,14.69
12377,11.71,0,11.71
12050,9.1,0,9.1
11015,6.56,0,6.56
9882,4.47,0,4.47
9050,1.62,0,1.62
8509,1.22,0,1.22
8159,1.75,0,1.75
7989,4,0,4
8068,8.24,0,8.24
8373,13.41,0.1168,13.41
9321,16.79,0.091,16.79
10505,19.24,0.2258,19.24
11418,20.24,0.388,20.24
12157,21.43,0.505,21.43
12737,25.41,0.564,25.41
13103,27.06,0.5897,27.06
13301,27.86,0.5797,27.86
13483,27.33,0.5759,27.33
13586,27.06,0.5229,27.06
13541,25.94,0.4212,25.94
13497,24.61,0.3117,24.61
13407,21.76,0.1674,21.76
13101,18.12,0.0734,18.12
12636,13.81,0.0566,13.81
12320,10.5,0,10.5
11919,7.32,0,7.32
10802,4.53,0,4.53
9621,2.68,0,2.68
8752,2.49,0,2.49
8236,1.8,0,1.8
7883,1.66,0,1.66
7706,2.46,0,2.46
7738,4.43,0,4.43
8018,7.27,0.1441,7.27
8938,10.98,0.0922,10.98
10104,15,0.2275,15
10993,18.95,0.3968,18.95
11703,21.02,0.5262,21.02
12247,21.68,0.6258,21.68
12607,22.62,0.6683,22.62
12849,24.07,0.6589,24.07
13087,25.15,0.6377,25.15
13245,26.32,0.561,26.32
13351,26.98,0.4526,26.98
13421,25.67,0.3257,25.67
13286,23.24,0.1711,23.24
12765,19.29,0.0727,19.29
12157,14.93,0,14.93
11911,11.4,0,11.4
11467,8.83,0,8.83
10628,6.2,0,6.2
9710,3.95,0,3.95
8938,1.69,0,1.69
8408,1.24,0,1.24
8066,1.74,0,1.74
7908,4.05,0,4.05
7919,8.71,0,8.71
8014,14,0,14
8275,17.32,0.0269,17.32
8748,19.85,0.1519,19.85
9400,20.91,0.2952,20.91
10215,20.01,0.4336,20.01
11051,19.9,0.6431,19.9
11725,20.63,0.5725,20.63
12204,21.93,0.5841,21.93
12441,22.77,0.5682,22.77
12584,24.62,0.5387,24.62
12728,26.14,0.448,26.14
12889,25.41,0.3257,25.41
12969,23.89,0.1648,23.89
12743,19.68,0.0701,19.68
12352,14.45,0,14.45
12170,10.46,0,10.46
11847,7.87,0,7.87
11209,4.67,0,4.67
10320,2.64,0,2.64
9537,1.76,0,1.76
8992,1.29,0,1.29
8645,1.82,0,1.82
8447,4.23,0,4.23
8485,9.1,0,9.1
8762,14.62,0.1293,14.62
9698,18.08,0.0851,18.08
10926,20.72,0.2233,20.72
11922,21.84,0.3887,21.84
12677,20.9,0.5069,20.9
13248,20.78,0.5897,20.78
13601,21.54,0.5968,21.54
13815,22.89,0.5784,22.89
13997,23.77,0.5602,23.77
14106,25.71,0.4569,25.71
14116,27.3,0.3911,27.3
14082,26.53,0.3015,26.53
13973,24.95,0.1686,24.95
13607,20.54,0.0771,20.54
13109,15.09,0.0584,15.09
12808,10.92,0,10.92
12398,8.22,0,8.22
11266,4.87,0,4.87
10065,2.76,0,2.76
9169,1.86,0,1.86
8589,1.36,0,1.36
8212,1.92,0,1.92
7998,4.46,0,4.46
8000,9.61,0,9.61
8253,15.44,0.1516,15.44
9151,19.1,0.0848,19.1
10350,21.89,0.2216,21.89
11360,23.07,0.3852,23.07
12210,22.07,0.5053,22.07
12922,21.95,0.5913,21.95
13412,22.76,0.5977,22.76
13731,24.18,0.6319,24.18
14067,25.11,0.614,25.11
14277,27.16,0.5582,27.16
14445,28.83,0.4593,28.83
14533,28.03,0.332,28.03
14484,26.35,0.1649,26.35
14001,21.7,0.0539,21.7
13451,15.94,0.0018,15.94
13265,11.53,0,11.53
12859,8.68,0,8.68
11842,5.15,0,5.15
10741,2.91,0,2.91
9882,2.86,0,2.86
9304,2.02,0,2.02
8908,1.96,0,1.96
8660,2.74,0,2.74
8559,5.09,0,5.09
8545,8.36,0.0746,8.36
8902,12.69,0.094,12.69
9753,17.24,0.2183,17.24
10833,21.85,0.3221,21.85
11752,24.2,0.3609,24.2
12385,24.98,0.3746,24.98
12826,26.13,0.4013,26.13
13126,27.76,0.3806,27.76
13123,28.98,0.377,28.98
12843,30.4,0.3338,30.4
12578,31.19,0.3031,31.19
12574,29.64,0.2765,29.64
12650,26.81,0.1654,26.81
12507,22.28,0.0663,22.28
12168,17.32,0.0062,17.32
11980,13.22,0,13.22
11765,10.32,0,10.32
10978,7.2,0,7.2
10039,4.66,0,4.66
9203,2.88,0,2.88
8628,3.71,0,3.71
8228,1.36,0,1.36
7972,2.12,0,2.12
7828,3.96,0,3.96
7689,6.5,0.1241,6.5
7962,9.93,0.0868,9.93
8713,14.06,0.2205,14.06
9707,18.37,0.385,18.37
10637,23.64,0.5096,23.64
11412,27.01,0.6007,27.01
12034,27.7,0.631,27.7
12440,27.58,0.6153,27.58
12659,26.75,0.6066,26.75
12820,26.18,0.5631,26.18
12973,25.04,0.4664,25.04
13161,23.83,0.3333,23.83
13267,21.36,0.168,21.36
13076,18.37,0.0733,18.37
12679,14.69,0.0316,14.69
12546,11.71,0,11.71
12247,9.1,0,9.1
11193,6.56,0,6.56
10013,4.47,0,4.47
9095,1.62,0,1.62
8478,1.22,0,1.22
8088,1.75,0,1.75
7868,4,0,4
7891,8.24,0,8.24
8175,13.41,0.1589,13.41
9100,16.79,0.0943,16.79
10217,19.24,0.2225,19.24
10992,20.24,0.3699,20.24
11610,21.43,0.5086,21.43
12102,25.41,0.5908,25.41
12431,27.06,0.6336,27.06
12669,27.86,0.6495,27.86
12924,27.33,0.6516,27.33
13076,27.06,0.5842,27.06
13168,25.94,0.4786,25.94
13252,24.61,0.3446,24.61
13203,21.76,0.1706,21.76
12840,18.12,0.0752,18.12
12348,13.81,0.1152,13.81
12081,10.5,0,10.5
11651,7.32,0,7.32
10510,4.53,0,4.53
9347,2.68,0,2.68
8501,2.49,0,2.49
7970,1.8,0,1.8
7631,1.66,0,1.66
7474,2.46,0,2.46
7520,4.43,0,4.43
7802,7.27,0.1589,7.27
8732,10.98,0.089,10.98
9842,15,0.2251,15
10628,18.95,0.3939,18.95
11238,21.02,0.5244,21.02
11769,21.68,0.6196,21.68
12123,22.62,0.6585,22.62
12376,24.07,0.659,24.07
12678,25.15,0.6504,25.15
12913,26.32,0.5857,26.32
13087,26.98,0.4782,26.98
13199,25.67,0.3406,25.67
13138,23.24,0.1721,23.24
12816,19.29,0.0742,19.29
12346,14.93,0.0396,14.93
12145,11.4,0,11.4
11809,8.83,0,8.83
10701,6.2,0,6.2
9574,3.95,0,3.95
8744,1.69,0,1.69
8218,1.24,0,1.24
7898,1.74,0,1.74
7751,4.05,0,4.05
7813,8.71,0,8.71
8142,14,0.0857,14
9078,17.32,0.0985,17.32
10220,19.85,0.2236,19.85
11085,20.91,0.3682,20.91
11766,20.01,0.461,20.01
12371,19.9,0.5657,19.9
12858,20.63,0.6113,20.63
13188,21.93,0.6112,21.93
13460,22.77,0.7148,22.77
13601,24.62,0.5522,24.62
13700,26.14,0.4604,26.14
13818,25.41,0.3336,25.41
13788,23.89,0.1691,23.89
13449,19.68,0.0764,19.68
12938,14.45,0.0422,14.45
12688,10.46,0,10.46
12330,7.87,0,7.87
11198,4.67,0,4.67
10008,2.64,0,2.64
9141,1.76,0,1.76
8576,1.29,0,1.29
8198,1.82,0,1.82
8001,4.23,0,4.23
8042,9.1,0,9.1
8371,14.62,0.1104,14.62
9362,18.08,0.0878,18.08
10537,20.72,0.2191,20.72
11452,21.84,0.3857,21.84
12216,20.9,0.5104,20.9
12969,20.78,0.6019,20.78
13559,21.54,0.6436,21.54
13872,22.89,0.6155,22.89
14215,23.77,0.7403,23.77
14448,25.71,0.5629,25.71
14597,27.3,0.4731,27.3
14703,26.53,0.3398,26.53
14582,24.95,0.1685,24.95
14172,20.54,0.073,20.54
13549,15.09,0.0515,15.09
13253,10.92,0,10.92
12788,8.22,0,8.22
11597,4.87,0,4.87
10373,2.76,0,2.76
9427,1.86,0,1.86
8822,1.36,0,1.36
8450,1.92,0,1.92
8247,4.46,0,4.46
8287,9.61,0,9.61
8622,15.44,0.1349,15.44
9550,19.1,0.087,19.1
10773,21.89,0.2179,21.89
11761,23.07,0.3662,23.07
12622,22.07,0.453,22.07
13390,21.95,0.5139,21.95
13998,22.76,0.5027,22.76
14440,24.18,0.486,24.18
14798,25.11,0.5046,25.11
14926,27.16,0.4792,27.16
14903,28.83,0.4084,28.83
14806,28.03,0.2899,28.03
14474,26.35,0.1532,26.35
13881,21.7,0.0512,21.7
13305,15.94,0.0079,15.94
13088,11.53,0,11.53
12673,8.68,0,8.68
11619,5.15,0,5.15
10509,2.91,0,2.91
9642,2.86,0,2.86
9092,2.02,0,2.02
8730,1.96,0,1.96
8516,2.74,0,2.74
8455,5.09,0,5.09
8556,8.36,0.0009,8.36
8908,12.69,0.0476,12.69
9608,17.24,0.1894,17.24
10551,21.85,0.3091,21.85
11397,24.2,0.3908,24.2
12026,24.98,0.4513,24.98
12540,26.13,0.4954,26.13
12936,27.76,0.5444,27.76
13261,28.98,0.5906,28.98
13576,30.4,0.5663,30.4
13826,31.19,0.463,31.19
13992,29.64,0.3344,29.64
14009,26.81,0.1675,26.81
13742,22.28,0.0696,22.28
13255,17.32,0.0264,17.32
13031,13.22,0,13.22
12715,10.32,0,10.32
11760,7.2,0,7.2
10691,4.66,0,4.66
9803,2.88,0,2.88
9177,3.71,0,3.71
8748,1.36,0,1.36
8466,2.12,0,2.12
8307,3.96,0,3.96
8184,6.5,0.1152,6.5
8417,9.93,0.0873,9.93
9201,14.06,0.2188,14.06
10284,18.37,0.361,18.37
11340,23.64,0.4632,23.64
12274,27.01,0.5972,27.01
13028,27.7,0.464,27.7
13460,27.58,0.4484,27.58
13543,26.75,0.4266,26.75
13550,26.18,0.4012,26.18
13570,25.04,0.3295,25.04
13596,23.83,0.2302,23.83
13588,21.36,0.1164,21.36
13368,18.37,0.0125,18.37
13176,14.69,0,14.69
13220,11.71,0,11.71
12743,9.1,0,9.1
11746,6.56,0,6.56
10712,4.47,0,4.47
9966,1.62,0,1.62
9488,1.22,0,1.22
9182,1.75,0,1.75
9021,4,0,4
9083,8.24,0,8.24
9497,13.41,0.0316,13.41
10491,16.79,0.0805,16.79
11808,19.24,0.2149,19.24
12831,20.24,0.3659,20.24
13653,21.43,0.4898,21.43
14376,25.41,0.5831,25.41
14958,27.06,0.6085,27.06
15407,27.86,0.5999,27.86
15793,27.33,0.5772,27.33
15875,27.06,0.5188,27.06
15907,25.94,0.4201,25.94
15877,24.61,0.3017,24.61
15759,21.76,0.1691,21.76
15392,18.12,0.0705,18.12
14909,13.81,0,13.81
14720,10.5,0,10.5
14135,7.32,0,7.32
12785,4.53,0,4.53
11449,2.68,0,2.68
10503,2.49,0,2.49
9889,1.8,0,1.8
9493,1.66,0,1.66
9245,2.46,0,2.46
9268,4.43,0,4.43
9643,7.27,0.0259,7.27
10684,10.98,0.096,10.98
12036,15,0.2133,15
13120,18.95,0.3624,18.95
14080,21.02,0.4795,21.02
14910,21.68,0.5633,21.68
15478,22.62,0.5708,22.62
15870,24.07,0.534,24.07
16225,25.15,0.5641,25.15
16448,26.32,0.5537,26.32
16617,26.98,0.457,26.98
16717,25.67,0.3439,25.67
16579,23.24,0.1642,23.24
16199,19.29,0.0638,19.29
15701,14.93,0,14.93
15416,11.4,0,11.4
14854,8.83,0,8.83
13581,6.2,0,6.2
12317,3.95,0,3.95
11428,1.69,0,1.69
10876,1.24,0,1.24
10527,1.74,0,1.74
10316,4.05,0,4.05
10305,8.71,0,8.71
10666,14,0.0054,14
11610,17.32,0.0826,17.32
12998,19.85,0.2036,19.85
13972,20.91,0.3215,20.91
14756,20.01,0.4199,20.01
15564,19.9,0.5034,19.9
16180,20.63,0.5322,20.63
16567,21.93,0.5403,21.93
16579,22.77,0.4716,22.77
16191,24.62,0.3179,24.62
15434,26.14,0.1481,26.14
14862,25.41,0.1209,25.41
14616,23.89,0.1182,23.89
14244,19.68,0.0209,19.68
13888,14.45,0,14.45
13782,10.46,0,10.46
13334,7.87,0,7.87
12202,4.67,0,4.67
11020,2.64,0,2.64
10113,1.76,0,1.76
9460,1.29,0,1.29
9045,1.82,0,1.82
8791,4.23,0,4.23
8777,9.1,0,9.1
9086,14.62,0.0124,14.62
9840,18.08,0.0858,18.08
10757,20.72,0.1993,20.72
11290,21.84,0.3012,21.84
11661,20.9,0.4181,20.9
12023,20.78,0.5171,20.78
12273,21.54,0.5313,21.54
12425,22.89,0.5773,22.89
12644,23.77,0.5196,23.77
12722,25.71,0.4946,25.71
12820,27.3,0.4443,27.3
12921,26.53,0.3279,26.53
12885,24.95,0.1745,24.95
12514,20.54,0.071,20.54
12068,15.09,0.0002,15.09
11994,10.92,0,10.92
11578,8.22,0,8.22
10569,4.87,0,4.87
9506,2.76,0,2.76
8709,1.86,0,1.86
8246,1.36,0,1.36
7952,1.92,0,1.92
7819,4.46,0,4.46
7898,9.61,0,9.61
8298,15.44,0.0042,15.44
9095,19.1,0.0398,19.1
10038,21.89,0.1349,21.89
10658,23.07,0.246,23.07
10981,22.07,0.3214,22.07
11194,21.95,0.3781,21.95
11231,22.76,0.4205,22.76
11176,24.18,0.4431,24.18
11164,25.11,0.4225,25.11
11055,27.16,0.4012,27.16
10895,28.83,0.3611,28.83
10808,28.03,0.2682,28.03
10694,26.35,0.1522,26.35
10434,21.7,0.0493,21.7
10219,15.94,0.0035,15.94
10306,11.53,0,11.53
10050,8.68,0,8.68
9270,5.15,0,5.15
8395,2.91,0,2.91
7709,2.86,0,2.86
7263,2.02,0,2.02
6990,1.96,0,1.96
6839,2.74,0,2.74
6817,5.09,0,5.09
6868,8.36,0.0958,8.36
7216,12.69,0.085,12.69
7939,17.24,0.2209,17.24
8804,21.85,0.3936,21.85
9461,24.2,0.5269,24.2
9878,24.98,0.6269,24.98
10121,26.13,0.6626,26.13
10244,27.76,0.6526,27.76
10305,28.98,0.6325,28.98
10361,30.4,0.5865,30.4
10448,31.19,0.4871,31.19
10582,29.64,0.35,29.64
10647,26.81,0.1748,26.81
10513,22.28,0.0721,22.28
10187,17.32,0.0038,17.32
10152,13.22,0,13.22
9931,10.32,0,10.32
9213,7.2,0,7.2
8419,4.66,0,4.66
7742,2.88,0,2.88
7307,3.71,0,3.71
7033,1.36,0,1.36
6863,2.12,0,2.12
6795,3.96,0,3.96
6728,6.5,0.1493,6.5
6934,9.93,0.0807,9.93
7554,14.06,0.2201,14.06
8403,18.37,0.3898,18.37
9173,23.64,0.5143,23.64
9807,27.01,0.6101,27.01
10319,27.7,0.6395,27.7
10683,27.58,0.6368,27.58
10892,26.75,0.6288,26.75
11086,26.18,0.5833,26.18
11282,25.04,0.478,25.04
11542,23.83,0.345,23.83
11705,21.36,0.1708,21.36
11579,18.37,0.0667,18.37
11269,14.69,0,14.69
11276,11.71,0,11.71
10993,9.1,0,9.1
10136,6.56,0,6.56
9204,4.47,0,4.47
8503,1.62,0,1.62
8049,1.22,0,1.22
7789,1.75,0,1.75
7698,4,0,4
7855,8.24,0,8.24
8355,13.41,0.0009,13.41
9252,16.79,0.0705,16.79
10317,19.24,0.1883,19.24
11097,20.24,0.2657,20.24
11679,21.43,0.3542,21.43
12225,25.41,0.4061,25.41
12661,27.06,0.451,27.06
12965,27.86,0.5063,27.86
13402,27.33,0.5355,27.33
13743,27.06,0.5429,27.06
13994,25.94,0.4437,25.94
14146,24.61,0.2909,24.61
14089,21.76,0.1575,21.76
13759,18.12,0.0422,18.12
13411,13.81,0,13.81
13436,10.5,0,10.5
12935,7.32,0,7.32
11812,4.53,0,4.53
10659,2.68,0,2.68
9823,2.49,0,2.49
9304,1.8,0,1.8
8976,1.66,0,1.66
8828,2.46,0,2.46
8898,4.43,0,4.43
9294,7.27,0,7.27
10147,10.98,0.0696,10.98
11312,15,0.2025,15
12317,18.95,0.3519,18.95
13142,21.02,0.4108,21.02
13876,21.68,0.4738,21.68
14352,22.62,0.5385,22.62
14766,24.07,0.5878,24.07
15124,25.15,0.5818,25.15
15260,26.32,0.4739,26.32
15127,26.98,0.3739,26.98
14868,25.67,0.294,25.67
14538,23.24,0.1633,23.24
14018,19.29,0.0589,19.29
13486,14.93,0,14.93
13252,11.4,0,11.4
12536,8.83,0,8.83
11223,6.2,0,6.2
9950,3.95,0,3.95
8983,1.69,0,1.69
8359,1.24,0,1.24
7973,1.74,0,1.74
7747,4.05,0,4.05
7777,8.71,0,8.71
8117,14,0.125,14
8937,17.32,0.0777,17.32
9991,19.85,0.2219,19.85
10734,20.91,0.3995,20.91
11242,20.01,0.5319,20.01
11641,19.9,0.6343,19.9
11899,20.63,0.6663,20.63
12074,21.93,0.6765,21.93
12324,22.77,0.6227,22.77
12535,24.62,0.6104,24.62
12728,26.14,0.4944,26.14
12896,25.41,0.3509,25.41
12889,23.89,0.1694,23.89
12544,19.68,0.0685,19.68
12095,14.45,0,14.45
12113,10.46,0,10.46
11651,7.87,0,7.87
10594,4.67,0,4.67
9510,2.64,0,2.64
8759,1.76,0,1.76
8264,1.29,0,1.29
7967,1.82,0,1.82
7849,4.23,0,4.23
7954,9.1,0,9.1
8455,14.62,0.002,14.62
9376,18.08,0.0439,18.08
10378,20.72,0.1485,20.72
11047,21.84,0.2769,21.84
11506,20.9,0.3301,20.9
11849,20.78,0.3681,20.78
12046,21.54,0.3924,21.54
12214,22.89,0.4272,22.89
12573,23.77,0.4446,23.77
12889,25.71,0.4271,25.71
13180,27.3,0.3544,27.3
13473,26.53,0.2766,26.53
13632,24.95,0.1366,24.95
13487,20.54,0.0193,20.54
13286,15.09,0,15.09
13151,10.92,0,10.92
12499,8.22,0,8.22
11417,4.87,0,4.87
10339,2.76,0,2.76
9548,1.86,0,1.86
9013,1.36,0,1.36
8661,1.92,0,1.92
8485,4.46,0,4.46
8561,9.61,0,9.61
9043,15.44,0,15.44
9888,19.1,0.039,19.1
10867,21.89,0.1519,21.89
11565,23.07,0.2595,23.07
12137,22.07,0.3365,22.07
12638,21.95,0.4107,21.95
13000,22.76,0.4512,22.76
13226,24.18,0.4759,24.18
13377,25.11,0.4776,25.11
13376,27.16,0.3957,27.16
13308,28.83,0.3695,28.83
13228,28.03,0.2665,28.03
13113,26.35,0.1424,26.35
12794,21.7,0.0366,21.7
12404,15.94,0,15.94
12263,11.53,0,11.53
11882,8.68,0,8.68
10973,5.15,0,5.15
9977,2.91,0,2.91
9158,2.86,0,2.86
8580,2.02,0,2.02
8199,1.96,0,1.96
7968,2.74,0,2.74
7916,5.09,0,5.09
7986,8.36,0,8.36
8292,12.69,0.0759,12.69
9026,17.24,0.1942,17.24
9953,21.85,0.3388,21.85
10782,24.2,0.4434,24.2
11373,24.98,0.5172,24.98
11686,26.13,0.4947,26.13
11806,27.76,0.4841,27.76
11814,28.98,0.4469,28.98
11721,30.4,0.3442,30.4
11451,31.19,0.2529,31.19
11217,29.64,0.1595,29.64
11106,26.81,0.0649,26.81
10936,22.28,0.0001,22.28
10791,17.32,0,17.32
10794,13.22,0,13.22
10410,10.32,0,10.32
9728,7.2,0,7.2
8964,4.66,0,4.66
8300,2.88,0,2.88
7867,3.71,0,3.71
7584,1.36,0,1.36
7420,2.12,0,2.12
7381,3.96,0,3.96
7439,6.5,0,6.5
7568,9.93,0.0332,9.93
8060,14.06,0.1747,14.06
8761,18.37,0.2926,18.37
9390,23.64,0.3854,23.64
9825,27.01,0.4568,27.01
10151,27.7,0.4712,27.7
10348,27.58,0.4664,27.58
10372,26.75,0.5758,26.75
10339,26.18,0.3979,26.18
10290,25.04,0.3435,25.04
10390,23.83,0.2533,23.83
10534,21.36,0.1416,21.36
10475,18.37,0.037,18.37
10325,14.69,0,14.69
10438,11.71,0,11.71
10130,9.1,0,9.1
9363,6.56,0,6.56
8531,4.47,0,4.47
7873,1.62,0,1.62
7464,1.22,0,1.22
7232,1.75,0,1.75
7138,4,0,4
7286,8.24,0,8.24
7725,13.41,0.0006,13.41
8581,16.79,0.0743,16.79
9682,19.24,0.2155,19.24
10527,20.24,0.3828,20.24
11156,21.43,0.5145,21.43
11706,25.41,0.6114,25.41
12107,27.06,0.6382,27.06
12409,27.86,0.6077,27.86
12741,27.33,0.6255,27.33
12957,27.06,0.584,27.06
13076,25.94,0.4761,25.94
13178,24.61,0.3395,24.61
13105,21.76,0.168,21.76
12754,18.12,0.0586,18.12
12278,13.81,0,13.81
12165,10.5,0,10.5
11609,7.32,0,7.32
10468,4.53,0,4.53
9345,2.68,0,2.68
8529,2.49,0,2.49
8022,1.8,0,1.8
7722,1.66,0,1.66
7572,2.46,0,2.46
7662,4.43,0,4.43
8086,7.27,0,7.27
8924,10.98,0.078,10.98
9968,15,0.1981,15
10714,18.95,0.3184,18.95
11246,21.02,0.4295,21.02
11707,21.68,0.5029,21.68
11990,22.62,0.5136,22.62
12154,24.07,0.5054,24.07
12338,25.15,0.4654,25.15
12340,26.32,0.3574,26.32
12210,26.98,0.2901,26.98
12083,25.67,0.1878,25.67
11950,23.24,0.0768,23.24
11731,19.29,0.005,19.29
11567,14.93,0,14.93
11642,11.4,0,11.4
11121,8.83,0,8.83
10149,6.2,0,6.2
9201,3.95,0,3.95
8486,1.69,0,1.69
8036,1.24,0,1.24
7762,1.74,0,1.74
7648,4.05,0,4.05
7767,8.71,0,8.71
8252,14,0,14
9124,17.32,0.071,17.32
10202,19.85,0.2055,19.85
11001,20.91,0.3566,20.91
11664,20.01,0.4565,20.01
12249,19.9,0.5028,19.9
12679,20.63,0.5223,20.63
13002,21.93,0.5359,21.93
13287,22.77,0.507,22.77
13384,24.62,0.4455,24.62
13258,26.14,0.3584,26.14
13148,25.41,0.2457,25.41
12990,23.89,0.1507,23.89
12693,19.68,0.0369,19.68
12415,14.45,0,14.45
12435,10.46,0,10.46
11945,7.87,0,7.87
10873,4.67,0,4.67
9809,2.64,0,2.64
9046,1.76,0,1.76
8557,1.29,0,1.29
8247,1.82,0,1.82
8143,4.23,0,4.23
8247,9.1,0,9.1
8732,14.62,0,14.62
9618,18.08,0.0634,18.08
10744,20.72,0.1998,20.72
11659,21.84,0.3594,21.84
12476,20.9,0.4807,20.9
13248,20.78,0.5724,20.78
13850,21.54,0.5843,21.54
14264,22.89,0.6006,22.89
14667,23.77,0.5989,23.77
14912,25.71,0.5624,25.71
15064,27.3,0.4613,27.3
15137,26.53,0.3293,26.53
15065,24.95,0.1622,24.95
14727,20.54,0.0508,20.54
14260,15.09,0,15.09
14146,10.92,0,10.92
13542,8.22,0,8.22
12298,4.87,0,4.87
11092,2.76,0,2.76
10127,1.86,0,1.86
9512,1.36,0,1.36
9087,1.92,0,1.92
8869,4.46,0,4.46
8912,9.61,0,9.61
9341,15.44,0,15.44
10202,19.1,0.073,19.1
11330,21.89,0.2057,21.89
12349,23.07,0.3553,23.07
13260,22.07,0.4562,22.07
14141,21.95,0.4998,21.95
14796,22.76,0.5687,22.76
15246,24.18,0.5299,24.18
15635,25.11,0.5972,25.11
15895,27.16,0.564,27.16
15988,28.83,0.4604,28.83
15980,28.03,0.3121,28.03
15768,26.35,0.1584,26.35
15259,21.7,0.0394,21.7
14744,15.94,0,15.94
14623,11.53,0,11.53
14068,8.68,0,8.68
12939,5.15,0,5.15
11753,2.91,0,2.91
10709,2.86,0,2.86
10050,2.02,0,2.02
9566,1.96,0,1.96
9257,2.74,0,2.74
9121,5.09,0,5.09
9160,8.36,0,8.36
9476,12.69,0.0648,12.69
10334,17.24,0.204,17.24
11458,21.85,0.365,21.85
12492,24.2,0.4921,24.2
13398,24.98,0.5866,24.98
14068,26.13,0.607,26.13
14484,27.76,0.6048,27.76
14729,28.98,0.5919,28.98
14868,30.4,0.5448,30.4
14882,31.19,0.4365,31.19
14754,29.64,0.2947,29.64
14477,26.81,0.136,26.81
13989,22.28,0.0379,22.28
13512,17.32,0,17.32
13453,13.22,0,13.22
12956,10.32,0,10.32
12051,7.2,0,7.2
11074,4.66,0,4.66
10275,2.88,0,2.88
9702,3.71,0,3.71
9332,1.36,0,1.36
9095,2.12,0,2.12
9011,3.96,0,3.96
9042,6.5,0,6.5
9233,9.93,0.0634,9.93
9911,14.06,0.1953,14.06
10890,18.37,0.3401,18.37
11930,23.64,0.4563,23.64
12790,27.01,0.5382,27.01
13493,27.7,0.5595,27.7
14017,27.58,0.5479,27.58
14261,26.75,0.5425,26.75
14332,26.18,0.4874,26.18
14338,25.04,0.3436,25.04
14244,23.83,0.2091,23.83
13952,21.36,0.0838,21.36
13664,18.37,0.0077,18.37
13451,14.69,0,14.69
13376,11.71,0,11.71
12834,9.1,0,9.1
11899,6.56,0,6.56
10905,4.47,0,4.47
10097,1.62,0,1.62
9596,1.22,0,1.22
9296,1.75,0,1.75
9149,4,0,4
9264,8.24,0,8.24
9738,13.41,0,13.41
10574,16.79,0.0532,16.79
11733,19.24,0.1963,19.24
12655,20.24,0.3625,20.24
13304,21.43,0.5001,21.43
13680,25.41,0.5954,25.41
13970,27.06,0.6276,27.06
14152,27.86,0.6399,27.86
14325,27.33,0.6237,27.33
14394,27.06,0.5738,27.06
14423,25.94,0.436,25.94
14360,24.61,0.335,24.61
14119,21.76,0.1634,21.76
13579,18.12,0.0531,18.12
13008,13.81,0,13.81
12860,10.5,0,10.5
12148,7.32,0,7.32
10890,4.53,0,4.53
9729,2.68,0,2.68
8841,2.49,0,2.49
8290,1.8,0,1.8
7940,1.66,0,1.66
7780,2.46,0,2.46
7842,4.43,0,4.43
8243,7.27,0,7.27
9050,10.98,0.0746,10.98
10120,15,0.2162,15
10886,18.95,0.3836,18.95
11513,21.02,0.5163,21.02
12082,21.68,0.6003,21.68
12519,22.62,0.5951,22.62
12823,24.07,0.5868,24.07
13148,25.15,0.5494,25.15
13329,26.32,0.4993,26.32
13448,26.98,0.4083,26.98
13506,25.67,0.2849,25.67
13365,23.24,0.1536,23.24
12977,19.29,0.0439,19.29
12581,14.93,0,14.93
12628,11.4,0,11.4
12040,8.83,0,8.83
10917,6.2,0,6.2
9815,3.95,0,3.95
8987,1.69,0,1.69
8439,1.24,0,1.24
8082,1.74,0,1.74
7904,4.05,0,4.05
7989,8.71,0,8.71
8431,14,0.0006,14
9267,17.32,0.082,17.32
10384,19.85,0.2113,19.85
11330,20.91,0.3761,20.91
12128,20.01,0.4866,20.01
12897,19.9,0.5673,19.9
13475,20.63,0.5762,20.63
13885,21.93,0.5534,21.93
14265,22.77,0.4949,22.77
14470,24.62,0.4754,24.62
14565,26.14,0.3653,26.14
14527,25.41,0.2285,25.41
14322,23.89,0.1159,23.89
13926,19.68,0.0169,19.68
13589,14.45,0,14.45
13634,10.46,0,10.46
12975,7.87,0,7.87
11796,4.67,0,4.67
10595,2.64,0,2.64
9672,1.76,0,1.76
9147,1.29,0,1.29
8794,1.82,0,1.82
8631,4.23,0,4.23
8713,9.1,0,9.1
9214,14.62,0.0001,14.62
10065,18.08,0.061,18.08
11176,20.72,0.2043,20.72
12139,21.84,0.3621,21.84
13013,20.9,0.4936,20.9
13854,20.78,0.5907,20.78
14496,21.54,0.6045,21.54
14926,22.89,0.5941,22.89
15280,23.77,0.5648,23.77
15412,25.71,0.4976,25.71
15428,27.3,0.3895,27.3
15336,26.53,0.2854,26.53
15060,24.95,0.1313,24.95
14544,20.54,0.0271,20.54
14187,15.09,0,15.09
14168,10.92,0,10.92
13459,8.22,0,8.22
12278,4.87,0,4.87
11108,2.76,0,2.76
